"","stars","review_count","BikeParking","BusinessParking","HasTV","NoiseLevel","hours.time"
"1947",3.5,57,FALSE,"YES",TRUE,"average",107.5
"1948",4.5,15,TRUE,"NO",TRUE,"loud",81
"1950",3,16,TRUE,"YES",TRUE,"loud",102.5
"1952",3,30,FALSE,"NO",TRUE,"loud",97.5
"1953",3.5,26,TRUE,"YES",TRUE,"average",34
"1955",4,811,TRUE,"YES",TRUE,"loud",112
"1956",4,67,TRUE,"YES",TRUE,"average",52
"1958",3.5,56,TRUE,"YES",TRUE,"average",94
"1960",3,33,FALSE,"NO",TRUE,"average",77
"1963",4.5,39,TRUE,"YES",FALSE,"quiet",42.5
"1967",3,11,TRUE,"NO",TRUE,"average",65.5
"1968",3.5,9,TRUE,"YES",TRUE,"average",44
"1970",3.5,170,TRUE,"YES",TRUE,"average",89
"1977",2.5,45,TRUE,"NO",TRUE,"loud",51
"1979",2.5,46,TRUE,"YES",TRUE,"very_loud",82
"1981",3.5,152,FALSE,"YES",TRUE,"very_loud",38
"1982",2.5,59,TRUE,"YES",TRUE,"average",108.5
"1983",3,208,TRUE,"YES",TRUE,"very_loud",105
"1984",3.5,142,TRUE,"YES",TRUE,"average",79
"1986",3.5,216,TRUE,"YES",FALSE,"average",37
"1991",4,152,TRUE,"YES",FALSE,"average",51
"1993",4,255,TRUE,"YES",TRUE,"average",75
"1994",4.5,141,FALSE,"YES",TRUE,"average",91
"1996",3.5,34,TRUE,"YES",TRUE,"average",105
"1997",5,101,TRUE,"YES",TRUE,"quiet",86.5
"1998",3.5,57,TRUE,"YES",TRUE,"quiet",87.5
"1999",3.5,78,TRUE,"YES",TRUE,"average",74
"2001",3.5,85,TRUE,"YES",TRUE,"loud",92
"2003",3.5,149,TRUE,"YES",TRUE,"quiet",39
"2004",3,36,TRUE,"YES",TRUE,"average",78
"2006",2.5,169,TRUE,"YES",TRUE,"average",114
"2009",3,306,FALSE,"YES",TRUE,"loud",93
"2011",3.5,219,TRUE,"YES",TRUE,"average",108.5
"2012",3.5,300,FALSE,"YES",TRUE,"average",74
"2013",3.5,15,TRUE,"YES",TRUE,"average",91
"2014",4.5,46,TRUE,"YES",FALSE,"average",71
"2015",3,34,TRUE,"YES",TRUE,"average",92
"2017",3.5,12,TRUE,"YES",TRUE,"very_loud",104
"2018",3,109,TRUE,"YES",TRUE,"average",115
"2019",3,62,TRUE,"YES",TRUE,"average",87
"2022",4,11,FALSE,"NO",TRUE,"average",87.5
"2023",4,13,TRUE,"NO",TRUE,"quiet",107
"2025",4,54,TRUE,"YES",TRUE,"very_loud",93
"2026",2.5,67,TRUE,"NO",TRUE,"average",41.5
"2027",4.5,457,TRUE,"YES",TRUE,"average",80
"2028",3.5,35,TRUE,"YES",TRUE,"average",112
"2029",3.5,87,TRUE,"YES",TRUE,"average",97
"2030",4,7,TRUE,"NO",TRUE,"average",21
"2031",3.5,23,FALSE,"NO",TRUE,"average",104
"2033",3.5,204,TRUE,"YES",TRUE,"average",33
"2034",3.5,36,FALSE,"YES",TRUE,"quiet",111
"2041",2.5,92,TRUE,"YES",TRUE,"loud",117
"2044",4,11,FALSE,"NO",TRUE,"loud",91
"2048",4,145,TRUE,"YES",TRUE,"average",105
"2049",3,50,TRUE,"YES",TRUE,"quiet",77
"2050",4,13,TRUE,"YES",TRUE,"average",71
"2053",3.5,130,FALSE,"YES",TRUE,"average",77
"2054",3,200,TRUE,"YES",TRUE,"loud",106
"2056",4,96,TRUE,"YES",FALSE,"quiet",25
"2057",4.5,39,TRUE,"YES",TRUE,"average",71.5
"2058",3.5,80,TRUE,"YES",TRUE,"average",91
"2064",3,81,TRUE,"YES",TRUE,"average",79
"2065",3,34,TRUE,"YES",TRUE,"loud",108.5
"2066",3.5,5,TRUE,"YES",TRUE,"loud",75
"2067",3.5,98,TRUE,"YES",TRUE,"average",72
"2068",4,199,TRUE,"YES",TRUE,"average",67
"2069",3.5,6,FALSE,"YES",TRUE,"average",91.5
"2072",3,85,FALSE,"YES",TRUE,"loud",80
"2074",4,74,TRUE,"YES",TRUE,"loud",98.5
"2075",2.5,23,TRUE,"YES",TRUE,"loud",55
"2076",3.5,131,TRUE,"YES",FALSE,"average",76
"2077",3,73,FALSE,"YES",TRUE,"average",49.5
"2078",3.5,121,TRUE,"YES",TRUE,"average",88
"2079",3,75,TRUE,"YES",TRUE,"average",108.5
"2080",4,127,TRUE,"YES",TRUE,"average",78
"2081",3,88,TRUE,"YES",TRUE,"very_loud",66
"2083",3.5,44,TRUE,"YES",TRUE,"loud",55
"2084",3,182,TRUE,"YES",TRUE,"average",89
"2085",3.5,25,TRUE,"YES",FALSE,"loud",32
"2087",3.5,103,TRUE,"YES",FALSE,"quiet",70
"2090",3.5,120,FALSE,"YES",TRUE,"average",93
"2091",4,93,FALSE,"YES",TRUE,"average",45
"2093",3.5,324,TRUE,"YES",TRUE,"average",72
"2095",3.5,83,TRUE,"YES",TRUE,"average",95
"2096",4.5,6,TRUE,"YES",TRUE,"average",77
"2097",4,19,TRUE,"NO",TRUE,"average",26
"2099",3.5,258,FALSE,"YES",TRUE,"average",78
"2100",4,24,TRUE,"YES",FALSE,"average",38
"2101",3,108,TRUE,"YES",TRUE,"loud",105
"2102",1.5,13,FALSE,"NO",TRUE,"average",107.5
"2105",3.5,23,FALSE,"YES",TRUE,"very_loud",96
"2106",3.5,137,TRUE,"YES",TRUE,"average",78.5
"2107",4,180,TRUE,"YES",TRUE,"average",65
"2108",3.5,96,FALSE,"YES",TRUE,"average",72
"2111",4,1078,TRUE,"YES",TRUE,"average",37
"2113",4,63,TRUE,"YES",TRUE,"average",51
"2115",3.5,23,TRUE,"YES",FALSE,"quiet",46
"2116",4.5,10,TRUE,"NO",TRUE,"average",61
"2117",3.5,12,TRUE,"NO",TRUE,"average",47
"2118",4.5,127,TRUE,"YES",TRUE,"average",39
"2119",4.5,3,FALSE,"NO",TRUE,"average",68
"2120",2.5,47,FALSE,"YES",TRUE,"loud",85
"2125",3.5,13,TRUE,"YES",TRUE,"average",168
"2126",3,22,FALSE,"NO",TRUE,"loud",100
"2127",4.5,96,TRUE,"YES",FALSE,"average",61
"2128",3,63,TRUE,"YES",TRUE,"average",32
"2129",3.5,182,TRUE,"YES",TRUE,"average",85
"2130",3.5,70,TRUE,"NO",TRUE,"average",39
"2131",3.5,32,FALSE,"NO",TRUE,"average",72
"2132",3.5,69,TRUE,"YES",TRUE,"average",77
"2135",4,29,TRUE,"YES",TRUE,"average",49
"2136",2,64,TRUE,"YES",TRUE,"very_loud",62
"2140",4,151,TRUE,"YES",FALSE,"average",33
"2141",3.5,51,FALSE,"YES",TRUE,"average",82
"2142",4,39,FALSE,"YES",TRUE,"average",77
"2143",2.5,35,FALSE,"YES",TRUE,"quiet",79
"2147",4,90,TRUE,"NO",TRUE,"loud",56
"2148",3,11,FALSE,"YES",TRUE,"very_loud",120
"2150",4,104,TRUE,"YES",TRUE,"average",123
"2151",3.5,27,TRUE,"YES",TRUE,"average",108.5
"2152",3.5,301,TRUE,"YES",TRUE,"average",105
"2153",4,183,FALSE,"YES",FALSE,"average",34
"2155",3.5,13,TRUE,"YES",TRUE,"loud",64
"2156",4,70,TRUE,"YES",TRUE,"average",66.5
"2159",3,52,TRUE,"YES",TRUE,"average",85.5
"2161",4,61,TRUE,"YES",FALSE,"average",39
"2165",2.5,21,TRUE,"NO",TRUE,"very_loud",99
"2168",3.5,16,FALSE,"YES",TRUE,"average",96
"2169",3,69,TRUE,"YES",TRUE,"loud",79
"2170",5,8,TRUE,"NO",TRUE,"average",105
"2174",4,7,TRUE,"NO",TRUE,"average",105
"2175",3,50,FALSE,"YES",TRUE,"average",58.5
"2177",4,169,TRUE,"YES",TRUE,"average",71
"2178",4,5,TRUE,"YES",TRUE,"loud",3
"2179",3,81,TRUE,"YES",TRUE,"average",25
"2180",4,34,TRUE,"YES",TRUE,"average",54
"2182",3.5,73,TRUE,"YES",TRUE,"loud",100.5
"2184",3,104,TRUE,"YES",TRUE,"average",86
"2186",4.5,137,FALSE,"YES",TRUE,"average",51.5
"2193",3.5,55,TRUE,"YES",TRUE,"loud",81
"2194",3.5,216,TRUE,"YES",TRUE,"average",86
"2195",4,25,TRUE,"YES",TRUE,"quiet",83
"2196",4,67,TRUE,"YES",TRUE,"average",97
"2198",2.5,126,TRUE,"YES",TRUE,"average",84
"2199",3,88,TRUE,"NO",FALSE,"average",68
"2202",4,24,TRUE,"YES",TRUE,"average",105
"2203",3.5,114,FALSE,"YES",FALSE,"loud",62
"2204",3.5,175,TRUE,"YES",FALSE,"average",62.5
"2207",4,42,FALSE,"YES",TRUE,"quiet",74
"2210",3.5,77,FALSE,"YES",TRUE,"loud",94
"2212",3.5,22,FALSE,"YES",TRUE,"quiet",69
"2213",4,42,FALSE,"YES",TRUE,"average",32
"2214",3,6,FALSE,"YES",TRUE,"very_loud",89
"2215",3.5,94,TRUE,"YES",TRUE,"average",79
"2216",3,118,TRUE,"YES",FALSE,"average",77
"2217",3.5,305,TRUE,"NO",FALSE,"average",83
"2219",3.5,125,TRUE,"YES",FALSE,"average",45.5
"2227",4,21,TRUE,"YES",TRUE,"average",104
"2228",3,32,TRUE,"YES",TRUE,"average",88
"2229",4,116,TRUE,"YES",FALSE,"quiet",26
"2231",4.5,83,TRUE,"YES",TRUE,"average",95
"2233",3.5,6,FALSE,"NO",FALSE,"quiet",35
"2235",3.5,42,FALSE,"YES",TRUE,"average",79
"2236",3,96,TRUE,"YES",TRUE,"loud",77
"2240",4,18,FALSE,"YES",TRUE,"loud",91.5
"2242",3.5,136,FALSE,"YES",TRUE,"average",84
"2244",3,161,TRUE,"YES",TRUE,"loud",95
"2246",4,75,TRUE,"YES",TRUE,"average",36
"2249",3.5,86,TRUE,"YES",TRUE,"average",35
"2250",3.5,29,FALSE,"NO",TRUE,"average",105
"2256",3.5,178,TRUE,"YES",TRUE,"loud",87
"2259",2,38,TRUE,"YES",TRUE,"very_loud",95.5
"2261",4,532,TRUE,"YES",TRUE,"average",59
"2264",3.5,28,FALSE,"YES",TRUE,"average",93
"2266",3.5,58,TRUE,"NO",TRUE,"average",64
"2267",3.5,54,TRUE,"YES",TRUE,"average",47
"2271",4,37,FALSE,"NO",TRUE,"quiet",107
"2272",4.5,19,TRUE,"YES",FALSE,"average",71.5
"2273",3,15,TRUE,"YES",TRUE,"average",21.5
"2274",4.5,75,TRUE,"YES",FALSE,"quiet",24
"2275",3.5,31,FALSE,"YES",TRUE,"quiet",22
"2279",4,103,FALSE,"YES",TRUE,"average",48.5
"2281",3,167,TRUE,"YES",TRUE,"average",89
"2283",3,61,FALSE,"YES",TRUE,"average",98
"2284",3.5,20,TRUE,"YES",FALSE,"very_loud",34
"2285",4,29,TRUE,"NO",TRUE,"loud",143.5
"2287",4,98,TRUE,"YES",TRUE,"average",86
"2293",4,94,TRUE,"YES",TRUE,"average",105
"2294",4,21,TRUE,"YES",TRUE,"loud",86
"2295",3.5,48,FALSE,"YES",TRUE,"average",92
"2296",4,257,TRUE,"YES",TRUE,"average",78
"2298",3,130,FALSE,"YES",TRUE,"average",72
"2302",4,30,TRUE,"YES",TRUE,"loud",105
"2303",4,652,TRUE,"YES",TRUE,"loud",83.5
"2305",4.5,148,FALSE,"YES",TRUE,"average",56
"2308",3.5,94,TRUE,"YES",TRUE,"loud",68
"2309",4,37,TRUE,"YES",FALSE,"average",48
"2310",4.5,27,TRUE,"YES",TRUE,"quiet",70
"2311",4,158,FALSE,"YES",TRUE,"average",38
"2312",4,294,TRUE,"YES",TRUE,"average",57
"2313",3,100,TRUE,"YES",TRUE,"average",92
"2314",4,300,TRUE,"YES",TRUE,"average",41.5
"2315",4,317,TRUE,"YES",FALSE,"average",35
"2316",4,477,TRUE,"YES",FALSE,"average",52
"2317",3,198,TRUE,"YES",TRUE,"average",100
"2318",3.5,75,TRUE,"NO",TRUE,"quiet",78
"2324",3.5,121,TRUE,"YES",TRUE,"average",79
"2325",4.5,111,TRUE,"YES",TRUE,"quiet",44
"2329",4,387,TRUE,"YES",TRUE,"average",93
"2330",3.5,202,TRUE,"YES",TRUE,"average",63
"2336",4,83,TRUE,"YES",TRUE,"average",84
"2339",3.5,52,TRUE,"YES",TRUE,"average",91.5
"2341",4,42,TRUE,"YES",TRUE,"average",103
"2343",4,297,TRUE,"YES",TRUE,"average",74
"2344",2.5,54,FALSE,"NO",TRUE,"average",105
"2345",3,21,TRUE,"YES",TRUE,"average",99
"2348",4.5,8,TRUE,"NO",TRUE,"loud",102
"2349",3.5,35,TRUE,"YES",TRUE,"loud",115.5
"2350",3.5,73,FALSE,"YES",TRUE,"quiet",168
"2351",4,84,TRUE,"YES",TRUE,"average",101.9
"2353",3.5,35,TRUE,"YES",TRUE,"average",94
"2355",3.5,35,TRUE,"YES",TRUE,"loud",96
"2356",4,99,TRUE,"YES",TRUE,"average",79
"2359",2.5,95,TRUE,"YES",TRUE,"average",81
"2360",3,64,TRUE,"YES",TRUE,"average",75.5
"2363",4,3,TRUE,"NO",TRUE,"average",72
"2366",3.5,52,TRUE,"YES",TRUE,"average",100
"2368",3.5,101,TRUE,"YES",TRUE,"loud",105
"2371",4,192,TRUE,"YES",FALSE,"average",70
"2373",4,109,TRUE,"YES",FALSE,"quiet",42
"2374",3.5,229,TRUE,"YES",TRUE,"very_loud",92
"2378",3.5,203,TRUE,"YES",TRUE,"average",59
"2379",3.5,55,TRUE,"YES",TRUE,"average",104
"2380",2.5,71,FALSE,"NO",TRUE,"average",108.5
"2384",4,179,TRUE,"YES",TRUE,"average",77
"2390",4,106,FALSE,"YES",TRUE,"loud",53
"2391",3.5,358,TRUE,"YES",TRUE,"average",135.5
"2392",4.5,8,TRUE,"YES",TRUE,"average",50
"2394",4,114,FALSE,"YES",TRUE,"average",77
"2395",3,76,TRUE,"YES",TRUE,"very_loud",55
"2397",3,20,TRUE,"YES",TRUE,"average",119
"2398",4,94,TRUE,"YES",TRUE,"average",56
"2400",3,54,TRUE,"YES",TRUE,"loud",105
"2402",3.5,528,TRUE,"YES",TRUE,"average",31
"2403",3,39,TRUE,"YES",TRUE,"average",79
"2404",4.5,90,FALSE,"YES",TRUE,"quiet",45
"2405",3,50,TRUE,"YES",TRUE,"very_loud",27.5
"2406",4,74,TRUE,"YES",TRUE,"average",98
"2407",4,190,TRUE,"YES",TRUE,"average",100.5
"2409",3,150,TRUE,"NO",TRUE,"very_loud",99
"2414",3.5,25,TRUE,"YES",TRUE,"very_loud",54
"2415",4.5,17,TRUE,"NO",TRUE,"loud",77
"2417",3,49,FALSE,"YES",TRUE,"average",68
"2418",3.5,139,TRUE,"YES",TRUE,"average",32
"2419",3.5,8,TRUE,"NO",TRUE,"average",105
"2420",4,150,TRUE,"YES",TRUE,"quiet",37
"2421",2.5,12,TRUE,"YES",FALSE,"quiet",48
"2425",3.5,5,TRUE,"YES",TRUE,"average",94.5
"2426",3.5,99,TRUE,"YES",TRUE,"average",79
"2429",3.5,118,TRUE,"YES",TRUE,"average",79
"2431",3,56,TRUE,"NO",TRUE,"quiet",77
"2433",3.5,65,FALSE,"YES",TRUE,"average",68.5
"2434",4,68,FALSE,"YES",TRUE,"average",71
"2436",4,31,FALSE,"YES",TRUE,"average",79
"2439",4,6,TRUE,"YES",TRUE,"quiet",77.5
"2440",3,65,TRUE,"YES",TRUE,"average",105
"2442",4,44,FALSE,"YES",TRUE,"loud",69
"2444",3.5,64,TRUE,"YES",FALSE,"average",109.5
"2446",3,17,TRUE,"YES",TRUE,"average",45
"2451",4,28,FALSE,"NO",TRUE,"average",117
"2454",3,34,TRUE,"YES",TRUE,"average",81
"2457",4,260,TRUE,"YES",TRUE,"average",79.5
"2461",4,23,TRUE,"YES",TRUE,"quiet",66
"2464",3,100,FALSE,"YES",TRUE,"average",76
"2468",4.5,9,FALSE,"NO",TRUE,"average",88
"2469",3.5,21,TRUE,"YES",TRUE,"average",99
"2470",4,486,TRUE,"YES",TRUE,"loud",85
"2472",3,73,FALSE,"YES",TRUE,"average",79
"2474",2.5,19,TRUE,"YES",TRUE,"average",108
"2479",3.5,8,TRUE,"NO",TRUE,"average",111
"2480",3,40,FALSE,"NO",TRUE,"very_loud",97
"2482",3.5,123,TRUE,"YES",TRUE,"average",30
"2485",2.5,23,TRUE,"YES",TRUE,"quiet",101
"2491",4,13,TRUE,"NO",TRUE,"quiet",46
"2492",3.5,103,TRUE,"YES",TRUE,"loud",92
"2494",3.5,74,FALSE,"YES",TRUE,"average",92
"2496",3.5,21,FALSE,"YES",TRUE,"quiet",76
"2498",3,37,TRUE,"YES",TRUE,"very_loud",35
"2500",4,70,TRUE,"YES",TRUE,"loud",64
"2501",3,105,TRUE,"YES",TRUE,"average",69
"2503",3.5,23,TRUE,"NO",TRUE,"very_loud",107
"2504",3.5,190,FALSE,"YES",TRUE,"loud",74
"2507",4.5,5,TRUE,"YES",TRUE,"average",89
"2508",3,24,TRUE,"NO",TRUE,"average",108.5
"2510",3.5,164,FALSE,"YES",TRUE,"loud",72
"2514",4,230,TRUE,"YES",TRUE,"average",109
"2515",3.5,58,TRUE,"YES",TRUE,"average",108.5
"2516",3.5,38,TRUE,"YES",TRUE,"average",76
"2517",3,117,TRUE,"YES",TRUE,"loud",95
"2518",3,9,TRUE,"NO",TRUE,"average",77
"2519",3.5,24,TRUE,"YES",TRUE,"average",92
"2520",4,63,TRUE,"YES",TRUE,"very_loud",24
"2522",4,5,TRUE,"NO",FALSE,"very_loud",56
"2523",4,127,TRUE,"YES",TRUE,"average",58
"2524",4.5,27,TRUE,"YES",FALSE,"average",58.5
"2526",3,69,TRUE,"NO",TRUE,"average",48
"2528",4.5,59,TRUE,"YES",TRUE,"average",44
"2530",4,290,TRUE,"YES",TRUE,"loud",87
"2531",3.5,135,TRUE,"YES",TRUE,"average",79
"2537",3.5,508,TRUE,"YES",TRUE,"average",71.5
"2539",4.5,48,TRUE,"NO",TRUE,"average",43
"2540",4,19,FALSE,"YES",TRUE,"quiet",102
"2541",3.5,117,TRUE,"YES",TRUE,"average",106
"2544",4,91,TRUE,"YES",TRUE,"average",101.5
"2545",3.5,45,TRUE,"YES",TRUE,"quiet",82.5
"2546",3.5,166,TRUE,"YES",TRUE,"average",86
"2547",1.5,75,TRUE,"NO",TRUE,"average",93
"2549",4,160,FALSE,"YES",TRUE,"average",108.5
"2555",4,45,FALSE,"NO",TRUE,"average",78
"2559",4.5,209,FALSE,"YES",FALSE,"average",46
"2560",3.5,39,TRUE,"YES",TRUE,"average",103
"2562",3.5,251,TRUE,"YES",TRUE,"average",107
"2565",3,192,TRUE,"YES",TRUE,"loud",79
"2569",3.5,79,FALSE,"YES",TRUE,"average",61.5
"2571",4,145,TRUE,"YES",TRUE,"loud",70
"2573",4,115,TRUE,"YES",TRUE,"average",59
"2577",3.5,80,TRUE,"YES",TRUE,"average",84
"2578",3.5,27,TRUE,"YES",TRUE,"quiet",78
"2582",4,85,TRUE,"YES",FALSE,"average",76
"2589",3.5,19,FALSE,"YES",TRUE,"average",50
"2590",3.5,82,TRUE,"YES",TRUE,"average",72
"2594",4,50,TRUE,"NO",TRUE,"quiet",68
"2595",4,334,FALSE,"YES",TRUE,"average",26
"2597",4,26,TRUE,"YES",TRUE,"loud",58
"2604",3,44,FALSE,"YES",TRUE,"very_loud",105
"2611",3,54,TRUE,"YES",FALSE,"average",30
"2612",4.5,19,TRUE,"YES",TRUE,"quiet",60
"2613",4.5,393,TRUE,"YES",TRUE,"loud",94.5
"2614",3.5,43,TRUE,"YES",TRUE,"average",105
"2616",3.5,125,FALSE,"YES",TRUE,"quiet",75
"2617",3.5,40,FALSE,"NO",TRUE,"quiet",79
"2618",3,54,FALSE,"YES",TRUE,"average",88
"2621",3.5,170,TRUE,"YES",TRUE,"average",36
"2625",2.5,29,TRUE,"YES",TRUE,"very_loud",41
"2628",4,18,TRUE,"YES",TRUE,"average",92
"2630",3,54,FALSE,"YES",TRUE,"average",103
"2635",4.5,3,TRUE,"YES",TRUE,"loud",86.5
"2636",4,789,TRUE,"YES",TRUE,"average",92
"2639",3.5,118,FALSE,"YES",TRUE,"quiet",43
"2640",2.5,47,TRUE,"YES",TRUE,"average",83
"2641",3.5,18,FALSE,"YES",FALSE,"average",27
"2644",2.5,62,TRUE,"YES",FALSE,"average",31
"2646",3.5,463,TRUE,"YES",FALSE,"average",78
"2647",3.5,127,TRUE,"YES",TRUE,"average",73.5
"2650",3,32,TRUE,"NO",FALSE,"average",88.5
"2651",3.5,223,TRUE,"YES",TRUE,"loud",92
"2654",4,199,TRUE,"YES",FALSE,"average",45
"2658",4,47,TRUE,"YES",TRUE,"average",101.5
"2659",4,294,TRUE,"YES",TRUE,"average",85
"2662",4,115,TRUE,"YES",TRUE,"average",126
"2666",4,115,TRUE,"YES",TRUE,"average",56
"2669",3.5,86,TRUE,"YES",TRUE,"average",79
"2670",4,93,TRUE,"YES",TRUE,"average",45
"2671",4,148,TRUE,"YES",TRUE,"average",105
"2675",3,76,TRUE,"YES",TRUE,"average",86
"2677",3,34,TRUE,"YES",TRUE,"average",39
"2679",4.5,82,TRUE,"YES",TRUE,"average",52
"2680",3,60,TRUE,"YES",TRUE,"average",106
"2683",4.5,81,TRUE,"YES",FALSE,"average",69
"2685",3.5,75,FALSE,"YES",TRUE,"average",90
"2686",4,30,TRUE,"YES",TRUE,"average",76
"2687",2.5,186,TRUE,"YES",FALSE,"average",77
"2689",3,32,FALSE,"YES",TRUE,"very_loud",42
"2690",2,130,TRUE,"YES",TRUE,"average",74
"2693",3,4,TRUE,"NO",TRUE,"loud",69
"2694",4,25,TRUE,"YES",TRUE,"quiet",36
"2696",4,11,TRUE,"NO",TRUE,"average",105
"2699",3,58,TRUE,"YES",TRUE,"average",110
"2702",3,37,TRUE,"YES",TRUE,"loud",92
"2703",3.5,48,TRUE,"NO",TRUE,"loud",112.5
"2704",3,73,TRUE,"YES",TRUE,"average",85
"2707",4,145,FALSE,"YES",TRUE,"quiet",85.5
"2709",4,16,TRUE,"YES",TRUE,"quiet",35
"2713",4,26,TRUE,"YES",TRUE,"loud",106
"2714",3.5,74,TRUE,"YES",TRUE,"average",57
"2715",4,23,FALSE,"YES",TRUE,"average",58
"2717",4,72,TRUE,"YES",TRUE,"average",80.5
"2718",4,80,TRUE,"YES",TRUE,"average",84
"2719",2.5,7,TRUE,"NO",TRUE,"loud",103
"2722",3.5,39,TRUE,"YES",FALSE,"average",57.5
"2723",3.5,26,FALSE,"NO",TRUE,"average",75
"2727",3.5,286,TRUE,"YES",TRUE,"average",103
"2728",3.5,46,TRUE,"YES",TRUE,"very_loud",72
"2730",3,45,TRUE,"YES",TRUE,"average",45
"2732",3.5,46,FALSE,"YES",TRUE,"average",79
"2735",3,11,FALSE,"YES",TRUE,"average",129.5
"2737",4,255,TRUE,"YES",TRUE,"average",40.5
"2739",4,116,TRUE,"YES",TRUE,"average",31
"2741",4,426,TRUE,"YES",TRUE,"loud",118
"2742",3,227,TRUE,"YES",TRUE,"average",98
"2744",3,27,TRUE,"YES",TRUE,"average",70
"2746",3.5,83,TRUE,"YES",TRUE,"average",112
"2748",4.5,4,TRUE,"NO",TRUE,"loud",108.5
"2749",4.5,118,TRUE,"YES",FALSE,"average",105
"2751",3.5,50,FALSE,"YES",TRUE,"loud",47.5
"2755",3,18,FALSE,"YES",TRUE,"loud",101
"2756",3.5,69,TRUE,"YES",TRUE,"average",106
"2757",3.5,16,TRUE,"YES",TRUE,"quiet",56
"2759",3.5,9,TRUE,"YES",TRUE,"loud",75
"2761",3,35,TRUE,"YES",TRUE,"average",82
"2763",3,72,TRUE,"YES",TRUE,"average",105.25
"2764",3.5,106,TRUE,"YES",TRUE,"average",73
"2766",4,22,TRUE,"YES",TRUE,"loud",86.5
"2767",2.5,26,TRUE,"NO",TRUE,"average",101
"2768",4,101,FALSE,"YES",TRUE,"quiet",90
"2769",2,22,FALSE,"YES",TRUE,"very_loud",21
"2773",3,85,TRUE,"YES",TRUE,"average",81
"2774",3.5,290,TRUE,"YES",TRUE,"average",71.5
"2775",4,139,FALSE,"YES",TRUE,"loud",36
"2778",3.5,82,TRUE,"YES",TRUE,"average",61
"2779",4.5,117,TRUE,"YES",TRUE,"quiet",68
"2780",3.5,24,TRUE,"YES",TRUE,"average",83.5
"2781",3,16,TRUE,"YES",TRUE,"average",80.5
"2782",4,178,FALSE,"YES",FALSE,"average",33
"2784",4,60,TRUE,"YES",TRUE,"average",105
"2785",4.5,20,FALSE,"YES",TRUE,"average",94
"2787",3.5,7,TRUE,"YES",TRUE,"average",92
"2788",4,199,TRUE,"YES",TRUE,"average",36
"2790",3.5,41,TRUE,"YES",TRUE,"average",112
"2791",4,204,TRUE,"YES",TRUE,"loud",107.5
"2792",3.5,105,TRUE,"YES",TRUE,"average",53.5
"2793",4,27,TRUE,"YES",TRUE,"average",103
"2797",3.5,223,TRUE,"YES",TRUE,"loud",93
"2799",3.5,142,TRUE,"YES",TRUE,"average",79
"2800",4,30,TRUE,"YES",TRUE,"average",93
"2801",3.5,81,TRUE,"YES",TRUE,"average",29
"2802",4.5,43,FALSE,"YES",TRUE,"loud",83
"2803",3.5,5,FALSE,"YES",TRUE,"average",107.5
"2805",4,79,TRUE,"YES",TRUE,"average",60
"2809",3.5,120,FALSE,"YES",TRUE,"average",92
"2811",3.5,46,TRUE,"YES",TRUE,"average",105
"2812",2.5,107,FALSE,"YES",TRUE,"average",96
"2815",2.5,41,TRUE,"NO",TRUE,"average",115.5
"2816",4,366,TRUE,"YES",TRUE,"average",79
"2818",3,5,TRUE,"YES",TRUE,"average",74
"2819",3,36,FALSE,"YES",TRUE,"loud",101
"2821",3.5,131,FALSE,"YES",TRUE,"loud",77
"2826",3.5,95,FALSE,"YES",TRUE,"average",79
"2828",2.5,59,TRUE,"YES",TRUE,"loud",87
"2829",3.5,99,TRUE,"YES",TRUE,"average",85
"2838",4,63,TRUE,"YES",TRUE,"average",66
"2840",4,172,TRUE,"YES",TRUE,"average",81
"2841",4,31,TRUE,"YES",TRUE,"average",98
"2842",4,10,FALSE,"YES",FALSE,"quiet",35
"2845",4,166,TRUE,"YES",TRUE,"average",87.5
"2848",3,89,TRUE,"YES",TRUE,"loud",105
"2849",3,28,FALSE,"YES",TRUE,"average",100
"2850",4,68,TRUE,"YES",TRUE,"average",82.5
"2851",3.5,8,TRUE,"NO",TRUE,"very_loud",104
"2857",2,9,FALSE,"NO",TRUE,"very_loud",40
"2858",3,51,TRUE,"YES",TRUE,"very_loud",18
"2860",3.5,167,TRUE,"YES",TRUE,"average",81
"2861",4.5,71,TRUE,"NO",TRUE,"average",88
"2862",4,14,TRUE,"NO",TRUE,"average",122.5
"2863",3,301,TRUE,"YES",TRUE,"average",81
"2864",4,34,TRUE,"YES",TRUE,"average",104
"2868",3.5,36,FALSE,"YES",TRUE,"average",108.5
"2871",3.5,10,TRUE,"YES",TRUE,"loud",115.5
"2872",4,231,TRUE,"YES",TRUE,"average",99
"2873",4.5,100,TRUE,"YES",TRUE,"loud",32
"2877",4,573,TRUE,"YES",TRUE,"average",85
"2879",4,63,TRUE,"YES",FALSE,"average",77
"2881",4,974,TRUE,"YES",TRUE,"average",77.5
"2884",3,68,TRUE,"NO",TRUE,"average",97
"2885",3.5,169,TRUE,"YES",TRUE,"average",92
"2888",3.5,49,FALSE,"YES",TRUE,"average",70
"2892",4,113,TRUE,"YES",TRUE,"average",23.25
"2893",3.5,84,TRUE,"YES",TRUE,"average",76
"2894",4,91,TRUE,"YES",TRUE,"quiet",35.5
"2896",4.5,154,TRUE,"YES",FALSE,"average",61
"2898",3.5,45,TRUE,"YES",TRUE,"loud",56
"2900",4.5,211,TRUE,"YES",TRUE,"average",86
